0.340017;-1.48306;73.0183
0.451326;-1.5986;73.3566
0.396995;-1.54171;73.1869
0.396168;-1.54432;73.1851
0.395075;-1.54616;73.1851
0.394248;-1.54703;73.1834
0.395165;-1.54963;73.1816
0.39259;-1.55136;73.1799
0.390764;-1.55406;73.179
0.389914;-1.5558;73.1781
0.38808;-1.5575;73.1772
0.388127;-1.55748;73.1754
0.386395;-1.56007;73.1763
0.385568;-1.56093;73.1745
0.381931;-1.56244;73.1737
0.381932;-1.56507;73.1736
0.379809;-1.56572;73.1728
0.378958;-1.56746;73.1719
0.376866;-1.57077;73.1702
0.373416;-1.57251;73.1684
0.373309;-1.58015;73.1674
0.371632;-1.58363;73.1648
0.370698;-1.5841;73.1631
0.371575;-1.58847;73.1631
0.371338;-1.59197;73.162
0.371384;-1.5972;73.1602
0.370883;-1.60179;73.1591
0.370013;-1.6044;73.1582
0.369535;-1.60379;73.1599
0.368688;-1.60115;73.1581
0.366962;-1.60206;73.1571
0.366882;-1.60468;73.1588
0.365214;-1.60552;73.1607
0.364253;-1.60725;73.1624
0.362454;-1.60722;73.166
0.35969;-1.61071;73.1694
0.355942;-1.60947;73.1711
0.352312;-1.60949;73.1737
0.351963;-1.60678;73.173
0.349299;-1.60763;73.173
0.344831;-1.60592;73.1739
0.33857;-1.60415;73.1782
0.334248;-1.60309;73.1839
0.333112;-1.60656;73.1934
0.33825;-1.61184;73.1987
0.3435;-1.6205;73.2011
0.331752;-1.61706;73.2796
0.330561;-1.60717;73.3907
0.316589;-1.57047;73.496
0.295868;-1.5667;73.621
0.280091;-1.51784;73.7771
0.298536;-1.52039;73.909
0.284408;-1.46107;73.9923
0.296132;-1.44545;74.0194
0.284818;-1.38937;74.0465
0.242288;-1.37684;74.078
0.259911;-1.34226;74.0836
0.279993;-1.33116;74.129
0.278358;-1.30139;74.1871
0.26458;-1.27513;74.2335
0.261826;-1.22479;74.2859
0.273481;-1.21684;74.2859
0.272203;-1.14861;74.2599
0.261283;-1.1343;74.2572
0.293457;-1.11122;74.1793
0.284868;-1.0817;74.1155
0.297042;-1.01576;74.0841
0.262645;-0.959044;74.0545
0.264681;-0.920178;74.0366
0.261655;-0.883805;74.0052
0.254736;-0.842541;73.9386
0.259683;-0.798825;73.8539
0.239389;-0.760031;73.7767
0.229101;-0.796618;73.6967
0.240291;-0.76527;73.6381
0.233756;-0.803497;73.5536
0.23523;-0.780533;73.4742
0.243324;-0.808936;73.3696
0.226031;-0.87216;73.23
0.243665;-0.93213;73.1523
0.262594;-0.993655;73.047
0.284037;-1.04557;72.9772
0.293196;-1.14444;72.9071
0.316279;-1.22355;72.8702
0.334357;-1.27923;72.8346
0.333089;-1.27761;72.8883
0.357813;-1.30088;72.8923
0.371058;-1.32797;72.9387
0.394382;-1.37099;72.8866
0.398461;-1.38704;72.8859
0.427089;-1.37834;72.8699
0.435421;-1.43777;72.8564
0.47688;-1.3928;72.8405
0.458399;-1.39968;72.8354
0.493512;-1.3466;72.8258
0.480451;-1.32583;72.8742
0.518438;-1.33022;72.8287
0.505013;-1.26723;72.8678
0.527794;-1.28224;72.7778
0.543079;-1.25505;72.7542
0.563185;-1.2205;72.6723
0.561408;-1.24146;72.5983
0.586816;-1.17536;72.5078
0.601822;-1.17335;72.4452
0.605155;-1.17032;72.3637
0.617008;-1.11773;72.4004
0.633941;-1.09564;72.3324
0.635443;-1.10013;72.3394
0.630466;-1.0878;72.2616
0.63713;-1.05486;72.2287
0.662922;-1.06356;72.1375
0.64418;-1.05708;72.1269
0.657322;-1.01833;72.0861
0.657074;-1.00197;72.0729
0.658859;-1.02132;72.0387
0.670335;-1.00192;72.0062
0.668939;-0.987227;72.0349
0.673586;-0.96848;72.0522
0.657821;-0.972684;72.0314
0.680189;-0.999286;71.9876
0.682986;-0.979738;71.9727
0.703999;-0.947155;71.9482
0.687173;-0.956836;71.9288
0.687727;-0.952763;71.8767
0.68776;-0.956599;71.8589
0.683456;-0.966234;71.8451
0.694921;-1.01926;71.653
0.714469;-1.0409;71.4605
0.716247;-1.07005;71.2682
0.723863;-1.07216;71.1093
0.729477;-1.09159;70.9901
0.739254;-1.09502;70.9195
0.744292;-1.11575;70.8858
0.747785;-1.11232;70.8748
0.748296;-1.12948;70.8731
0.748938;-1.12632;70.8761
0.743855;-1.14231;70.8779
0.748068;-1.14081;70.8773
0.749418;-1.15589;70.872
0.756316;-1.15253;70.8662
0.758301;-1.16298;70.8591
0.764263;-1.15881;70.856
0.764951;-1.16784;70.8527
0.768243;-1.16465;70.8531
0.766292;-1.17437;70.8524
0.766945;-1.17123;70.8536
0.764456;-1.1772;70.8569
0.764059;-1.17159;70.8661
0.760217;-1.17919;70.8915
0.759421;-1.16597;70.969
0.755358;-1.15392;71.0895
0.770407;-1.12546;71.1016
0.785008;-1.12152;71.0689
0.791678;-1.12549;71.028
0.815074;-1.1435;71.0565
0.81723;-1.18306;71.0482
0.816615;-1.23273;71.0808
0.820075;-1.2046;71.1524
0.819075;-1.22932;71.2265
0.826097;-1.27264;71.2838
0.833302;-1.24693;71.371
0.845759;-1.26088;71.4489
0.84618;-1.32095;71.5175
0.866273;-1.28924;71.633
0.850055;-1.35628;71.6823
0.889534;-1.38153;71.7573
0.870192;-1.40454;71.8168
0.897967;-1.45926;71.8222
0.892159;-1.46051;71.8613
0.914468;-1.51824;71.8343
0.909744;-1.52322;71.8782
0.909438;-1.55819;71.8396
0.930352;-1.57791;71.882
0.939355;-1.63759;71.8989
0.933656;-1.63357;71.9678
0.92585;-1.69171;71.9867
0.938844;-1.70065;72.0938
0.917694;-1.7325;72.1501
0.914429;-1.73502;72.308
0.914147;-1.79639;72.396
0.907841;-1.77714;72.5513
0.90181;-1.78292;72.6553
0.845276;-1.76924;72.7266
0.890873;-1.79393;72.7488
0.848711;-1.75275;72.8085
0.836064;-1.71337;72.8244
0.828971;-1.68042;72.9023
0.841823;-1.65657;72.938
0.849655;-1.64179;73.013
0.853817;-1.58055;73.0521
0.853397;-1.52526;73.1414
0.849322;-1.40853;73.2508
0.843865;-1.32574;73.3644
0.8706;-1.28138;73.4393
0.838468;-1.31841;73.4838
0.832109;-1.34366;73.5488
0.809756;-1.39695;73.6228
0.795261;-1.45774;73.6681
0.751228;-1.51317;73.7131
0.783084;-1.57993;73.7084
0.79434;-1.64853;73.6649
0.786272;-1.68169;73.6619
0.798845;-1.75834;73.6378
0.720288;-1.76724;73.6958
0.694664;-1.79795;73.7218
0.728351;-1.87778;73.7004
0.708355;-1.92619;73.664
0.719813;-1.95896;73.6155
0.697394;-1.98963;73.5071
0.687153;-2.00426;73.4319
0.687462;-1.98695;73.3435
0.725003;-2.0491;73.2059
0.71457;-2.07328;73.0992
0.749476;-2.05465;73.1047
0.749549;-2.03338;73.1118
0.753099;-1.96622;73.1559
